Date,Price,Price_lag1,Price_lag2,Price_lag3,Price_lag4,Price_lag5,Price_lag6,Price_lag7,Price_lag8,Price_lag9,Price_lag10
2019-02-07,53.0,54.34,54.0,54.89,55.55,54.04,54.47,53.6,52.29,53.98,53.42
2019-02-08,53.09,53.0,54.34,54.0,54.89,55.55,54.04,54.47,53.6,52.29,53.98
2019-02-11,52.78,53.09,53.0,54.34,54.0,54.89,55.55,54.04,54.47,53.6,52.29
2019-02-12,53.47,52.78,53.09,53.0,54.34,54.0,54.89,55.55,54.04,54.47,53.6
2019-02-13,54.31,53.47,52.78,53.09,53.0,54.34,54.0,54.89,55.55,54.04,54.47
2019-02-14,54.79,54.31,53.47,52.78,53.09,53.0,54.34,54.0,54.89,55.55,54.04
2019-02-15,55.98,54.79,54.31,53.47,52.78,53.09,53.0,54.34,54.0,54.89,55.55
2019-02-17,56.33,55.98,54.79,54.31,53.47,52.78,53.09,53.0,54.34,54.0,54.89
2019-02-18,56.27,56.33,55.98,54.79,54.31,53.47,52.78,53.09,53.0,54.34,54.0
2019-02-19,56.45,56.27,56.33,55.98,54.79,54.31,53.47,52.78,53.09,53.0,54.34
2019-02-20,57.16,56.45,56.27,56.33,55.98,54.79,54.31,53.47,52.78,53.09,53.0
2019-02-21,57.46,57.16,56.45,56.27,56.33,55.98,54.79,54.31,53.47,52.78,53.09
2019-02-22,57.75,57.46,57.16,56.45,56.27,56.33,55.98,54.79,54.31,53.47,52.78
2019-02-25,55.92,57.75,57.46,57.16,56.45,56.27,56.33,55.98,54.79,54.31,53.47
2019-02-26,55.97,55.92,57.75,57.46,57.16,56.45,56.27,56.33,55.98,54.79,54.31
2019-02-27,57.37,55.97,55.92,57.75,57.46,57.16,56.45,56.27,56.33,55.98,54.79
2019-02-28,57.61,57.37,55.97,55.92,57.75,57.46,57.16,56.45,56.27,56.33,55.98
2019-03-01,56.19,57.61,57.37,55.97,55.92,57.75,57.46,57.16,56.45,56.27,56.33
2019-03-04,56.97,56.19,57.61,57.37,55.97,55.92,57.75,57.46,57.16,56.45,56.27
2019-03-05,56.94,56.97,56.19,57.61,57.37,55.97,55.92,57.75,57.46,57.16,56.45
2019-03-06,56.62,56.94,56.97,56.19,57.61,57.37,55.97,55.92,57.75,57.46,57.16
2019-03-07,57.03,56.62,56.94,56.97,56.19,57.61,57.37,55.97,55.92,57.75,57.46
2019-03-08,56.43,57.03,56.62,56.94,56.97,56.19,57.61,57.37,55.97,55.92,57.75
2019-03-11,57.12,56.43,57.03,56.62,56.94,56.97,56.19,57.61,57.37,55.97,55.92
2019-03-12,57.2,57.12,56.43,57.03,56.62,56.94,56.97,56.19,57.61,57.37,55.97
2019-03-13,58.59,57.2,57.12,56.43,57.03,56.62,56.94,56.97,56.19,57.61,57.37
2019-03-14,58.91,58.59,57.2,57.12,56.43,57.03,56.62,56.94,56.97,56.19,57.61
2019-03-15,58.82,58.91,58.59,57.2,57.12,56.43,57.03,56.62,56.94,56.97,56.19
2019-03-18,59.38,58.82,58.91,58.59,57.2,57.12,56.43,57.03,56.62,56.94,56.97
2019-03-19,59.29,59.38,58.82,58.91,58.59,57.2,57.12,56.43,57.03,56.62,56.94
2019-03-20,60.23,59.29,59.38,58.82,58.91,58.59,57.2,57.12,56.43,57.03,56.62
2019-03-21,60.2,60.23,59.29,59.38,58.82,58.91,58.59,57.2,57.12,56.43,57.03
2019-03-22,59.29,60.2,60.23,59.29,59.38,58.82,58.91,58.59,57.2,57.12,56.43
2019-03-25,59.08,59.29,60.2,60.23,59.29,59.38,58.82,58.91,58.59,57.2,57.12
2019-03-26,60.1,59.08,59.29,60.2,60.23,59.29,59.38,58.82,58.91,58.59,57.2
2019-03-27,59.61,60.1,59.08,59.29,60.2,60.23,59.29,59.38,58.82,58.91,58.59
2019-03-28,59.48,59.61,60.1,59.08,59.29,60.2,60.23,59.29,59.38,58.82,58.91
2019-03-29,60.28,59.48,59.61,60.1,59.08,59.29,60.2,60.23,59.29,59.38,58.82
2019-04-01,61.71,60.28,59.48,59.61,60.1,59.08,59.29,60.2,60.23,59.29,59.38
2019-04-02,62.61,61.71,60.28,59.48,59.61,60.1,59.08,59.29,60.2,60.23,59.29
2019-04-03,62.52,62.61,61.71,60.28,59.48,59.61,60.1,59.08,59.29,60.2,60.23
2019-04-04,62.19,62.52,62.61,61.71,60.28,59.48,59.61,60.1,59.08,59.29,60.2
2019-04-05,63.15,62.19,62.52,62.61,61.71,60.28,59.48,59.61,60.1,59.08,59.29
2019-04-08,64.33,63.15,62.19,62.52,62.61,61.71,60.28,59.48,59.61,60.1,59.08
2019-04-09,63.96,64.33,63.15,62.19,62.52,62.61,61.71,60.28,59.48,59.61,60.1
2019-04-10,64.65,63.96,64.33,63.15,62.19,62.52,62.61,61.71,60.28,59.48,59.61
2019-04-11,63.67,64.65,63.96,64.33,63.15,62.19,62.52,62.61,61.71,60.28,59.48
2019-04-12,64.02,63.67,64.65,63.96,64.33,63.15,62.19,62.52,62.61,61.71,60.28
2019-04-15,63.56,64.02,63.67,64.65,63.96,64.33,63.15,62.19,62.52,62.61,61.71
2019-04-16,64.19,63.56,64.02,63.67,64.65,63.96,64.33,63.15,62.19,62.52,62.61
2019-04-17,63.87,64.19,63.56,64.02,63.67,64.65,63.96,64.33,63.15,62.19,62.52
2019-04-18,64.07,63.87,64.19,63.56,64.02,63.67,64.65,63.96,64.33,63.15,62.19
2019-04-22,65.55,64.07,63.87,64.19,63.56,64.02,63.67,64.65,63.96,64.33,63.15
2019-04-23,66.24,65.55,64.07,63.87,64.19,63.56,64.02,63.67,64.65,63.96,64.33
2019-04-24,65.89,66.24,65.55,64.07,63.87,64.19,63.56,64.02,63.67,64.65,63.96
2019-04-25,65.28,65.89,66.24,65.55,64.07,63.87,64.19,63.56,64.02,63.67,64.65
2019-04-26,63.38,65.28,65.89,66.24,65.55,64.07,63.87,64.19,63.56,64.02,63.67
2019-04-29,63.57,63.38,65.28,65.89,66.24,65.55,64.07,63.87,64.19,63.56,64.02
2019-04-30,63.98,63.57,63.38,65.28,65.89,66.24,65.55,64.07,63.87,64.19,63.56
2019-05-01,63.69,63.98,63.57,63.38,65.28,65.89,66.24,65.55,64.07,63.87,64.19
2019-05-02,61.9,63.69,63.98,63.57,63.38,65.28,65.89,66.24,65.55,64.07,63.87
2019-05-03,62.04,61.9,63.69,63.98,63.57,63.38,65.28,65.89,66.24,65.55,64.07
2019-05-06,62.37,62.04,61.9,63.69,63.98,63.57,63.38,65.28,65.89,66.24,65.55
2019-05-07,61.51,62.37,62.04,61.9,63.69,63.98,63.57,63.38,65.28,65.89,66.24
2019-05-08,62.22,61.51,62.37,62.04,61.9,63.69,63.98,63.57,63.38,65.28,65.89
2019-05-09,61.81,62.22,61.51,62.37,62.04,61.9,63.69,63.98,63.57,63.38,65.28
2019-05-10,61.8,61.81,62.22,61.51,62.37,62.04,61.9,63.69,63.98,63.57,63.38
2019-05-13,61.21,61.8,61.81,62.22,61.51,62.37,62.04,61.9,63.69,63.98,63.57
2019-05-14,61.96,61.21,61.8,61.81,62.22,61.51,62.37,62.04,61.9,63.69,63.98
2019-05-15,62.24,61.96,61.21,61.8,61.81,62.22,61.51,62.37,62.04,61.9,63.69
2019-05-16,63.06,62.24,61.96,61.21,61.8,61.81,62.22,61.51,62.37,62.04,61.9
2019-05-17,62.92,63.06,62.24,61.96,61.21,61.8,61.81,62.22,61.51,62.37,62.04
2019-05-20,63.21,62.92,63.06,62.24,61.96,61.21,61.8,61.81,62.22,61.51,62.37
2019-05-21,63.13,63.21,62.92,63.06,62.24,61.96,61.21,61.8,61.81,62.22,61.51
2019-05-22,61.5,63.13,63.21,62.92,63.06,62.24,61.96,61.21,61.8,61.81,62.22
2019-05-23,57.99,61.5,63.13,63.21,62.92,63.06,62.24,61.96,61.21,61.8,61.81
2019-05-24,58.71,57.99,61.5,63.13,63.21,62.92,63.06,62.24,61.96,61.21,61.8
2019-05-26,58.77,58.71,57.99,61.5,63.13,63.21,62.92,63.06,62.24,61.96,61.21
2019-05-27,59.16,58.77,58.71,57.99,61.5,63.13,63.21,62.92,63.06,62.24,61.96
2019-05-28,59.35,59.16,58.77,58.71,57.99,61.5,63.13,63.21,62.92,63.06,62.24
2019-05-29,58.95,59.35,59.16,58.77,58.71,57.99,61.5,63.13,63.21,62.92,63.06
2019-05-30,56.74,58.95,59.35,59.16,58.77,58.71,57.99,61.5,63.13,63.21,62.92
2019-05-31,53.64,56.74,58.95,59.35,59.16,58.77,58.71,57.99,61.5,63.13,63.21
2019-06-03,53.38,53.64,56.74,58.95,59.35,59.16,58.77,58.71,57.99,61.5,63.13
2019-06-04,53.63,53.38,53.64,56.74,58.95,59.35,59.16,58.77,58.71,57.99,61.5
2019-06-05,51.83,53.63,53.38,53.64,56.74,58.95,59.35,59.16,58.77,58.71,57.99
2019-06-06,52.73,51.83,53.63,53.38,53.64,56.74,58.95,59.35,59.16,58.77,58.71
2019-06-07,54.16,52.73,51.83,53.63,53.38,53.64,56.74,58.95,59.35,59.16,58.77
2019-06-10,53.48,54.16,52.73,51.83,53.63,53.38,53.64,56.74,58.95,59.35,59.16
2019-06-11,53.52,53.48,54.16,52.73,51.83,53.63,53.38,53.64,56.74,58.95,59.35
2019-06-12,51.37,53.52,53.48,54.16,52.73,51.83,53.63,53.38,53.64,56.74,58.95
2019-06-13,52.54,51.37,53.52,53.48,54.16,52.73,51.83,53.63,53.38,53.64,56.74
2019-06-14,52.77,52.54,51.37,53.52,53.48,54.16,52.73,51.83,53.63,53.38,53.64
2019-06-17,52.17,52.77,52.54,51.37,53.52,53.48,54.16,52.73,51.83,53.63,53.38
2019-06-18,54.11,52.17,52.77,52.54,51.37,53.52,53.48,54.16,52.73,51.83,53.63
2019-06-19,53.97,54.11,52.17,52.77,52.54,51.37,53.52,53.48,54.16,52.73,51.83
2019-06-20,57.07,53.97,54.11,52.17,52.77,52.54,51.37,53.52,53.48,54.16,52.73
2019-06-21,57.5,57.07,53.97,54.11,52.17,52.77,52.54,51.37,53.52,53.48,54.16
2019-06-24,57.93,57.5,57.07,53.97,54.11,52.17,52.77,52.54,51.37,53.52,53.48
2019-06-25,57.89,57.93,57.5,57.07,53.97,54.11,52.17,52.77,52.54,51.37,53.52
2019-06-26,59.43,57.89,57.93,57.5,57.07,53.97,54.11,52.17,52.77,52.54,51.37
2019-06-27,59.49,59.43,57.89,57.93,57.5,57.07,53.97,54.11,52.17,52.77,52.54
2019-06-28,58.52,59.49,59.43,57.89,57.93,57.5,57.07,53.97,54.11,52.17,52.77
2019-07-01,59.14,58.52,59.49,59.43,57.89,57.93,57.5,57.07,53.97,54.11,52.17
2019-07-02,56.34,59.14,58.52,59.49,59.43,57.89,57.93,57.5,57.07,53.97,54.11
2019-07-03,57.44,56.34,59.14,58.52,59.49,59.43,57.89,57.93,57.5,57.07,53.97
2019-07-04,56.8,57.44,56.34,59.14,58.52,59.49,59.43,57.89,57.93,57.5,57.07
2019-07-05,57.59,56.8,57.44,56.34,59.14,58.52,59.49,59.43,57.89,57.93,57.5
2019-07-08,57.76,57.59,56.8,57.44,56.34,59.14,58.52,59.49,59.43,57.89,57.93
2019-07-09,57.94,57.76,57.59,56.8,57.44,56.34,59.14,58.52,59.49,59.43,57.89
2019-07-10,60.52,57.94,57.76,57.59,56.8,57.44,56.34,59.14,58.52,59.49,59.43
2019-07-11,60.28,60.52,57.94,57.76,57.59,56.8,57.44,56.34,59.14,58.52,59.49
2019-07-12,60.3,60.28,60.52,57.94,57.76,57.59,56.8,57.44,56.34,59.14,58.52
2019-07-15,59.68,60.3,60.28,60.52,57.94,57.76,57.59,56.8,57.44,56.34,59.14
2019-07-16,57.74,59.68,60.3,60.28,60.52,57.94,57.76,57.59,56.8,57.44,56.34
2019-07-17,56.92,57.74,59.68,60.3,60.28,60.52,57.94,57.76,57.59,56.8,57.44
2019-07-18,55.42,56.92,57.74,59.68,60.3,60.28,60.52,57.94,57.76,57.59,56.8
2019-07-19,55.76,55.42,56.92,57.74,59.68,60.3,60.28,60.52,57.94,57.76,57.59
2019-07-22,56.22,55.76,55.42,56.92,57.74,59.68,60.3,60.28,60.52,57.94,57.76
2019-07-23,56.85,56.22,55.76,55.42,56.92,57.74,59.68,60.3,60.28,60.52,57.94
2019-07-24,56.0,56.85,56.22,55.76,55.42,56.92,57.74,59.68,60.3,60.28,60.52
2019-07-25,56.16,56.0,56.85,56.22,55.76,55.42,56.92,57.74,59.68,60.3,60.28
2019-07-26,56.33,56.16,56.0,56.85,56.22,55.76,55.42,56.92,57.74,59.68,60.3
2019-07-29,56.96,56.33,56.16,56.0,56.85,56.22,55.76,55.42,56.92,57.74,59.68
2019-07-30,58.11,56.96,56.33,56.16,56.0,56.85,56.22,55.76,55.42,56.92,57.74
2019-07-31,58.63,58.11,56.96,56.33,56.16,56.0,56.85,56.22,55.76,55.42,56.92
2019-08-01,54.01,58.63,58.11,56.96,56.33,56.16,56.0,56.85,56.22,55.76,55.42
2019-08-02,55.67,54.01,58.63,58.11,56.96,56.33,56.16,56.0,56.85,56.22,55.76
2019-08-05,54.58,55.67,54.01,58.63,58.11,56.96,56.33,56.16,56.0,56.85,56.22
2019-08-06,53.59,54.58,55.67,54.01,58.63,58.11,56.96,56.33,56.16,56.0,56.85
2019-08-07,51.03,53.59,54.58,55.67,54.01,58.63,58.11,56.96,56.33,56.16,56.0
2019-08-08,52.46,51.03,53.59,54.58,55.67,54.01,58.63,58.11,56.96,56.33,56.16
2019-08-09,54.37,52.46,51.03,53.59,54.58,55.67,54.01,58.63,58.11,56.96,56.33
2019-08-12,54.85,54.37,52.46,51.03,53.59,54.58,55.67,54.01,58.63,58.11,56.96
2019-08-13,57.1,54.85,54.37,52.46,51.03,53.59,54.58,55.67,54.01,58.63,58.11
2019-08-14,55.25,57.1,54.85,54.37,52.46,51.03,53.59,54.58,55.67,54.01,58.63
2019-08-15,54.42,55.25,57.1,54.85,54.37,52.46,51.03,53.59,54.58,55.67,54.01
2019-08-16,54.81,54.42,55.25,57.1,54.85,54.37,52.46,51.03,53.59,54.58,55.67
2019-08-19,56.14,54.81,54.42,55.25,57.1,54.85,54.37,52.46,51.03,53.59,54.58
2019-08-20,56.13,56.14,54.81,54.42,55.25,57.1,54.85,54.37,52.46,51.03,53.59
2019-08-21,55.49,56.13,56.14,54.81,54.42,55.25,57.1,54.85,54.37,52.46,51.03
2019-08-22,55.16,55.49,56.13,56.14,54.81,54.42,55.25,57.1,54.85,54.37,52.46
2019-08-23,54.02,55.16,55.49,56.13,56.14,54.81,54.42,55.25,57.1,54.85,54.37
2019-08-26,53.5,54.02,55.16,55.49,56.13,56.14,54.81,54.42,55.25,57.1,54.85
2019-08-27,54.77,53.5,54.02,55.16,55.49,56.13,56.14,54.81,54.42,55.25,57.1
2019-08-28,55.6,54.77,53.5,54.02,55.16,55.49,56.13,56.14,54.81,54.42,55.25
2019-08-29,56.45,55.6,54.77,53.5,54.02,55.16,55.49,56.13,56.14,54.81,54.42
2019-08-30,54.89,56.45,55.6,54.77,53.5,54.02,55.16,55.49,56.13,56.14,54.81
2019-09-01,54.8,54.89,56.45,55.6,54.77,53.5,54.02,55.16,55.49,56.13,56.14
2019-09-02,54.66,54.8,54.89,56.45,55.6,54.77,53.5,54.02,55.16,55.49,56.13
2019-09-03,53.76,54.66,54.8,54.89,56.45,55.6,54.77,53.5,54.02,55.16,55.49
2019-09-04,56.1,53.76,54.66,54.8,54.89,56.45,55.6,54.77,53.5,54.02,55.16
2019-09-05,56.16,56.1,53.76,54.66,54.8,54.89,56.45,55.6,54.77,53.5,54.02
2019-09-06,56.43,56.16,56.1,53.76,54.66,54.8,54.89,56.45,55.6,54.77,53.5
2019-09-09,57.73,56.43,56.16,56.1,53.76,54.66,54.8,54.89,56.45,55.6,54.77
2019-09-10,57.29,57.73,56.43,56.16,56.1,53.76,54.66,54.8,54.89,56.45,55.6
2019-09-11,55.67,57.29,57.73,56.43,56.16,56.1,53.76,54.66,54.8,54.89,56.45
2019-09-12,55.05,55.67,57.29,57.73,56.43,56.16,56.1,53.76,54.66,54.8,54.89
2019-09-13,54.8,55.05,55.67,57.29,57.73,56.43,56.16,56.1,53.76,54.66,54.8
2019-09-16,62.67,54.8,55.05,55.67,57.29,57.73,56.43,56.16,56.1,53.76,54.66
2019-09-17,59.1,62.67,54.8,55.05,55.67,57.29,57.73,56.43,56.16,56.1,53.76
2019-09-18,58.04,59.1,62.67,54.8,55.05,55.67,57.29,57.73,56.43,56.16,56.1
2019-09-19,58.19,58.04,59.1,62.67,54.8,55.05,55.67,57.29,57.73,56.43,56.16
2019-09-20,58.09,58.19,58.04,59.1,62.67,54.8,55.05,55.67,57.29,57.73,56.43
2019-09-23,58.42,58.09,58.19,58.04,59.1,62.67,54.8,55.05,55.67,57.29,57.73
2019-09-24,57.08,58.42,58.09,58.19,58.04,59.1,62.67,54.8,55.05,55.67,57.29
2019-09-25,56.32,57.08,58.42,58.09,58.19,58.04,59.1,62.67,54.8,55.05,55.67
2019-09-26,56.28,56.32,57.08,58.42,58.09,58.19,58.04,59.1,62.67,54.8,55.05
2019-09-27,55.79,56.28,56.32,57.08,58.42,58.09,58.19,58.04,59.1,62.67,54.8
2019-09-30,53.98,55.79,56.28,56.32,57.08,58.42,58.09,58.19,58.04,59.1,62.67
2019-10-01,53.5,53.98,55.79,56.28,56.32,57.08,58.42,58.09,58.19,58.04,59.1
2019-10-02,52.51,53.5,53.98,55.79,56.28,56.32,57.08,58.42,58.09,58.19,58.04
2019-10-03,52.36,52.51,53.5,53.98,55.79,56.28,56.32,57.08,58.42,58.09,58.19
2019-10-04,52.74,52.36,52.51,53.5,53.98,55.79,56.28,56.32,57.08,58.42,58.09
2019-10-07,52.71,52.74,52.36,52.51,53.5,53.98,55.79,56.28,56.32,57.08,58.42
2019-10-08,52.62,52.71,52.74,52.36,52.51,53.5,53.98,55.79,56.28,56.32,57.08
2019-10-09,52.61,52.62,52.71,52.74,52.36,52.51,53.5,53.98,55.79,56.28,56.32
2019-10-10,53.56,52.61,52.62,52.71,52.74,52.36,52.51,53.5,53.98,55.79,56.28
2019-10-11,54.78,53.56,52.61,52.62,52.71,52.74,52.36,52.51,53.5,53.98,55.79
2019-10-14,53.65,54.78,53.56,52.61,52.62,52.71,52.74,52.36,52.51,53.5,53.98
2019-10-15,52.88,53.65,54.78,53.56,52.61,52.62,52.71,52.74,52.36,52.51,53.5
2019-10-16,53.45,52.88,53.65,54.78,53.56,52.61,52.62,52.71,52.74,52.36,52.51
2019-10-17,54.03,53.45,52.88,53.65,54.78,53.56,52.61,52.62,52.71,52.74,52.36
2019-10-18,53.87,54.03,53.45,52.88,53.65,54.78,53.56,52.61,52.62,52.71,52.74
2019-10-21,53.51,53.87,54.03,53.45,52.88,53.65,54.78,53.56,52.61,52.62,52.71
2019-10-22,54.48,53.51,53.87,54.03,53.45,52.88,53.65,54.78,53.56,52.61,52.62
2019-10-23,55.99,54.48,53.51,53.87,54.03,53.45,52.88,53.65,54.78,53.56,52.61
2019-10-24,56.27,55.99,54.48,53.51,53.87,54.03,53.45,52.88,53.65,54.78,53.56
2019-10-25,56.71,56.27,55.99,54.48,53.51,53.87,54.03,53.45,52.88,53.65,54.78
2019-10-28,55.9,56.71,56.27,55.99,54.48,53.51,53.87,54.03,53.45,52.88,53.65
2019-10-29,55.68,55.9,56.71,56.27,55.99,54.48,53.51,53.87,54.03,53.45,52.88
2019-10-30,55.1,55.68,55.9,56.71,56.27,55.99,54.48,53.51,53.87,54.03,53.45
2019-10-31,54.25,55.1,55.68,55.9,56.71,56.27,55.99,54.48,53.51,53.87,54.03
2019-11-01,56.27,54.25,55.1,55.68,55.9,56.71,56.27,55.99,54.48,53.51,53.87
2019-11-04,56.6,56.27,54.25,55.1,55.68,55.9,56.71,56.27,55.99,54.48,53.51
2019-11-05,57.29,56.6,56.27,54.25,55.1,55.68,55.9,56.71,56.27,55.99,54.48
2019-11-06,56.38,57.29,56.6,56.27,54.25,55.1,55.68,55.9,56.71,56.27,55.99
2019-11-07,57.15,56.38,57.29,56.6,56.27,54.25,55.1,55.68,55.9,56.71,56.27
2019-11-08,57.26,57.15,56.38,57.29,56.6,56.27,54.25,55.1,55.68,55.9,56.71
2019-11-11,56.9,57.26,57.15,56.38,57.29,56.6,56.27,54.25,55.1,55.68,55.9
2019-11-12,56.85,56.9,57.26,57.15,56.38,57.29,56.6,56.27,54.25,55.1,55.68
2019-11-13,57.2,56.85,56.9,57.26,57.15,56.38,57.29,56.6,56.27,54.25,55.1
2019-11-14,56.88,57.2,56.85,56.9,57.26,57.15,56.38,57.29,56.6,56.27,54.25
2019-11-15,57.83,56.88,57.2,56.85,56.9,57.26,57.15,56.38,57.29,56.6,56.27
2019-11-18,57.14,57.83,56.88,57.2,56.85,56.9,57.26,57.15,56.38,57.29,56.6
2019-11-19,55.35,57.14,57.83,56.88,57.2,56.85,56.9,57.26,57.15,56.38,57.29
2019-11-20,57.01,55.35,57.14,57.83,56.88,57.2,56.85,56.9,57.26,57.15,56.38
2019-11-21,58.41,57.01,55.35,57.14,57.83,56.88,57.2,56.85,56.9,57.26,57.15
2019-11-22,57.66,58.41,57.01,55.35,57.14,57.83,56.88,57.2,56.85,56.9,57.26
2019-11-25,57.91,57.66,58.41,57.01,55.35,57.14,57.83,56.88,57.2,56.85,56.9
2019-11-26,58.32,57.91,57.66,58.41,57.01,55.35,57.14,57.83,56.88,57.2,56.85
2019-11-27,58.05,58.32,57.91,57.66,58.41,57.01,55.35,57.14,57.83,56.88,57.2
2019-11-28,58.08,58.05,58.32,57.91,57.66,58.41,57.01,55.35,57.14,57.83,56.88
2019-11-29,55.14,58.08,58.05,58.32,57.91,57.66,58.41,57.01,55.35,57.14,57.83
2019-12-02,55.91,55.14,58.08,58.05,58.32,57.91,57.66,58.41,57.01,55.35,57.14
2019-12-03,56.03,55.91,55.14,58.08,58.05,58.32,57.91,57.66,58.41,57.01,55.35
2019-12-04,58.34,56.03,55.91,55.14,58.08,58.05,58.32,57.91,57.66,58.41,57.01
2019-12-05,58.34,58.34,56.03,55.91,55.14,58.08,58.05,58.32,57.91,57.66,58.41
2019-12-06,59.1,58.34,58.34,56.03,55.91,55.14,58.08,58.05,58.32,57.91,57.66
2019-12-09,58.92,59.1,58.34,58.34,56.03,55.91,55.14,58.08,58.05,58.32,57.91
2019-12-10,59.14,58.92,59.1,58.34,58.34,56.03,55.91,55.14,58.08,58.05,58.32
2019-12-11,58.65,59.14,58.92,59.1,58.34,58.34,56.03,55.91,55.14,58.08,58.05
2019-12-12,59.06,58.65,59.14,58.92,59.1,58.34,58.34,56.03,55.91,55.14,58.08
2019-12-13,59.98,59.06,58.65,59.14,58.92,59.1,58.34,58.34,56.03,55.91,55.14
2019-12-16,60.14,59.98,59.06,58.65,59.14,58.92,59.1,58.34,58.34,56.03,55.91
2019-12-17,60.87,60.14,59.98,59.06,58.65,59.14,58.92,59.1,58.34,58.34,56.03
2019-12-18,60.85,60.87,60.14,59.98,59.06,58.65,59.14,58.92,59.1,58.34,58.34
2019-12-19,61.18,60.85,60.87,60.14,59.98,59.06,58.65,59.14,58.92,59.1,58.34
2019-12-20,60.25,61.18,60.85,60.87,60.14,59.98,59.06,58.65,59.14,58.92,59.1
2019-12-23,60.35,60.25,61.18,60.85,60.87,60.14,59.98,59.06,58.65,59.14,58.92
2019-12-24,60.94,60.35,60.25,61.18,60.85,60.87,60.14,59.98,59.06,58.65,59.14
2019-12-25,61.19,60.94,60.35,60.25,61.18,60.85,60.87,60.14,59.98,59.06,58.65
2019-12-26,61.48,61.19,60.94,60.35,60.25,61.18,60.85,60.87,60.14,59.98,59.06
2019-12-27,61.53,61.48,61.19,60.94,60.35,60.25,61.18,60.85,60.87,60.14,59.98
2019-12-30,61.44,61.53,61.48,61.19,60.94,60.35,60.25,61.18,60.85,60.87,60.14
2019-12-31,60.77,61.44,61.53,61.48,61.19,60.94,60.35,60.25,61.18,60.85,60.87
2020-01-01,61.33,60.77,61.44,61.53,61.48,61.19,60.94,60.35,60.25,61.18,60.85
2020-01-02,60.95,61.33,60.77,61.44,61.53,61.48,61.19,60.94,60.35,60.25,61.18
2020-01-03,62.82,60.95,61.33,60.77,61.44,61.53,61.48,61.19,60.94,60.35,60.25
2020-01-06,63.04,62.82,60.95,61.33,60.77,61.44,61.53,61.48,61.19,60.94,60.35
2020-01-07,62.51,63.04,62.82,60.95,61.33,60.77,61.44,61.53,61.48,61.19,60.94
2020-01-08,59.46,62.51,63.04,62.82,60.95,61.33,60.77,61.44,61.53,61.48,61.19
2020-01-09,59.44,59.46,62.51,63.04,62.82,60.95,61.33,60.77,61.44,61.53,61.48
2020-01-10,58.99,59.44,59.46,62.51,63.04,62.82,60.95,61.33,60.77,61.44,61.53
2020-01-13,58.08,58.99,59.44,59.46,62.51,63.04,62.82,60.95,61.33,60.77,61.44
2020-01-14,58.26,58.08,58.99,59.44,59.46,62.51,63.04,62.82,60.95,61.33,60.77
2020-01-15,57.84,58.26,58.08,58.99,59.44,59.46,62.51,63.04,62.82,60.95,61.33
2020-01-16,58.53,57.84,58.26,58.08,58.99,59.44,59.46,62.51,63.04,62.82,60.95
2020-01-17,58.58,58.53,57.84,58.26,58.08,58.99,59.44,59.46,62.51,63.04,62.82
2020-01-19,59.27,58.58,58.53,57.84,58.26,58.08,58.99,59.44,59.46,62.51,63.04
2020-01-20,58.73,59.27,58.58,58.53,57.84,58.26,58.08,58.99,59.44,59.46,62.51
2020-01-21,58.38,58.73,59.27,58.58,58.53,57.84,58.26,58.08,58.99,59.44,59.46
2020-01-22,56.76,58.38,58.73,59.27,58.58,58.53,57.84,58.26,58.08,58.99,59.44
2020-01-23,55.61,56.76,58.38,58.73,59.27,58.58,58.53,57.84,58.26,58.08,58.99
2020-01-24,54.2,55.61,56.76,58.38,58.73,59.27,58.58,58.53,57.84,58.26,58.08
2020-01-27,53.18,54.2,55.61,56.76,58.38,58.73,59.27,58.58,58.53,57.84,58.26
2020-01-28,53.52,53.18,54.2,55.61,56.76,58.38,58.73,59.27,58.58,58.53,57.84
2020-01-29,53.41,53.52,53.18,54.2,55.61,56.76,58.38,58.73,59.27,58.58,58.53
2020-01-30,52.23,53.41,53.52,53.18,54.2,55.61,56.76,58.38,58.73,59.27,58.58
2020-01-31,51.68,52.23,53.41,53.52,53.18,54.2,55.61,56.76,58.38,58.73,59.27
2020-02-03,50.28,51.68,52.23,53.41,53.52,53.18,54.2,55.61,56.76,58.38,58.73
2020-02-04,49.8,50.28,51.68,52.23,53.41,53.52,53.18,54.2,55.61,56.76,58.38
2020-02-05,50.92,49.8,50.28,51.68,52.23,53.41,53.52,53.18,54.2,55.61,56.76
2020-02-06,51.14,50.92,49.8,50.28,51.68,52.23,53.41,53.52,53.18,54.2,55.61
2020-02-07,50.55,51.14,50.92,49.8,50.28,51.68,52.23,53.41,53.52,53.18,54.2
2020-02-10,49.78,50.55,51.14,50.92,49.8,50.28,51.68,52.23,53.41,53.52,53.18
2020-02-11,50.17,49.78,50.55,51.14,50.92,49.8,50.28,51.68,52.23,53.41,53.52
2020-02-12,51.41,50.17,49.78,50.55,51.14,50.92,49.8,50.28,51.68,52.23,53.41
2020-02-13,51.66,51.41,50.17,49.78,50.55,51.14,50.92,49.8,50.28,51.68,52.23
2020-02-14,52.32,51.66,51.41,50.17,49.78,50.55,51.14,50.92,49.8,50.28,51.68
2020-02-16,52.36,52.32,51.66,51.41,50.17,49.78,50.55,51.14,50.92,49.8,50.28
2020-02-17,52.2,52.36,52.32,51.66,51.41,50.17,49.78,50.55,51.14,50.92,49.8
2020-02-18,52.29,52.2,52.36,52.32,51.66,51.41,50.17,49.78,50.55,51.14,50.92
