Date,Price,Price_lag1,Price_lag2,Price_lag3,Price_lag4,Price_lag5,Price_lag6,Price_lag7,Price_lag8,Price_lag9,Price_lag10
2016-06-29,49.88,47.85,46.33,47.64,50.11,49.13,48.85,49.37,47.98,46.21,48.01
2016-06-30,48.33,49.88,47.85,46.33,47.64,50.11,49.13,48.85,49.37,47.98,46.21
2016-07-01,48.99,48.33,49.88,47.85,46.33,47.64,50.11,49.13,48.85,49.37,47.98
2016-07-03,49.01,48.99,48.33,49.88,47.85,46.33,47.64,50.11,49.13,48.85,49.37
2016-07-04,48.65,49.01,48.99,48.33,49.88,47.85,46.33,47.64,50.11,49.13,48.85
2016-07-05,46.6,48.65,49.01,48.99,48.33,49.88,47.85,46.33,47.64,50.11,49.13
2016-07-06,47.43,46.6,48.65,49.01,48.99,48.33,49.88,47.85,46.33,47.64,50.11
2016-07-07,45.14,47.43,46.6,48.65,49.01,48.99,48.33,49.88,47.85,46.33,47.64
2016-07-08,45.41,45.14,47.43,46.6,48.65,49.01,48.99,48.33,49.88,47.85,46.33
2016-07-11,44.76,45.41,45.14,47.43,46.6,48.65,49.01,48.99,48.33,49.88,47.85
2016-07-12,46.8,44.76,45.41,45.14,47.43,46.6,48.65,49.01,48.99,48.33,49.88
2016-07-13,44.75,46.8,44.76,45.41,45.14,47.43,46.6,48.65,49.01,48.99,48.33
2016-07-14,45.68,44.75,46.8,44.76,45.41,45.14,47.43,46.6,48.65,49.01,48.99
2016-07-15,45.95,45.68,44.75,46.8,44.76,45.41,45.14,47.43,46.6,48.65,49.01
2016-07-18,45.24,45.95,45.68,44.75,46.8,44.76,45.41,45.14,47.43,46.6,48.65
2016-07-19,44.65,45.24,45.95,45.68,44.75,46.8,44.76,45.41,45.14,47.43,46.6
2016-07-20,44.94,44.65,45.24,45.95,45.68,44.75,46.8,44.76,45.41,45.14,47.43
2016-07-21,44.75,44.94,44.65,45.24,45.95,45.68,44.75,46.8,44.76,45.41,45.14
2016-07-22,44.19,44.75,44.94,44.65,45.24,45.95,45.68,44.75,46.8,44.76,45.41
2016-07-25,43.13,44.19,44.75,44.94,44.65,45.24,45.95,45.68,44.75,46.8,44.76
2016-07-26,42.92,43.13,44.19,44.75,44.94,44.65,45.24,45.95,45.68,44.75,46.8
2016-07-27,41.92,42.92,43.13,44.19,44.75,44.94,44.65,45.24,45.95,45.68,44.75
2016-07-28,41.14,41.92,42.92,43.13,44.19,44.75,44.94,44.65,45.24,45.95,45.68
2016-07-29,41.6,41.14,41.92,42.92,43.13,44.19,44.75,44.94,44.65,45.24,45.95
2016-08-01,40.06,41.6,41.14,41.92,42.92,43.13,44.19,44.75,44.94,44.65,45.24
2016-08-02,39.51,40.06,41.6,41.14,41.92,42.92,43.13,44.19,44.75,44.94,44.65
2016-08-03,40.83,39.51,40.06,41.6,41.14,41.92,42.92,43.13,44.19,44.75,44.94
2016-08-04,41.93,40.83,39.51,40.06,41.6,41.14,41.92,42.92,43.13,44.19,44.75
2016-08-05,41.8,41.93,40.83,39.51,40.06,41.6,41.14,41.92,42.92,43.13,44.19
2016-08-08,43.02,41.8,41.93,40.83,39.51,40.06,41.6,41.14,41.92,42.92,43.13
2016-08-09,42.77,43.02,41.8,41.93,40.83,39.51,40.06,41.6,41.14,41.92,42.92
2016-08-10,41.71,42.77,43.02,41.8,41.93,40.83,39.51,40.06,41.6,41.14,41.92
2016-08-11,43.49,41.71,42.77,43.02,41.8,41.93,40.83,39.51,40.06,41.6,41.14
2016-08-12,44.49,43.49,41.71,42.77,43.02,41.8,41.93,40.83,39.51,40.06,41.6
2016-08-15,45.74,44.49,43.49,41.71,42.77,43.02,41.8,41.93,40.83,39.51,40.06
2016-08-16,46.58,45.74,44.49,43.49,41.71,42.77,43.02,41.8,41.93,40.83,39.51
2016-08-17,46.79,46.58,45.74,44.49,43.49,41.71,42.77,43.02,41.8,41.93,40.83
2016-08-18,48.22,46.79,46.58,45.74,44.49,43.49,41.71,42.77,43.02,41.8,41.93
2016-08-19,48.52,48.22,46.79,46.58,45.74,44.49,43.49,41.71,42.77,43.02,41.8
2016-08-22,47.05,48.52,48.22,46.79,46.58,45.74,44.49,43.49,41.71,42.77,43.02
2016-08-23,48.1,47.05,48.52,48.22,46.79,46.58,45.74,44.49,43.49,41.71,42.77
2016-08-24,46.77,48.1,47.05,48.52,48.22,46.79,46.58,45.74,44.49,43.49,41.71
2016-08-25,47.33,46.77,48.1,47.05,48.52,48.22,46.79,46.58,45.74,44.49,43.49
2016-08-26,47.64,47.33,46.77,48.1,47.05,48.52,48.22,46.79,46.58,45.74,44.49
2016-08-29,46.98,47.64,47.33,46.77,48.1,47.05,48.52,48.22,46.79,46.58,45.74
2016-08-30,46.35,46.98,47.64,47.33,46.77,48.1,47.05,48.52,48.22,46.79,46.58
2016-08-31,44.7,46.35,46.98,47.64,47.33,46.77,48.1,47.05,48.52,48.22,46.79
2016-09-01,43.16,44.7,46.35,46.98,47.64,47.33,46.77,48.1,47.05,48.52,48.22
2016-09-02,44.44,43.16,44.7,46.35,46.98,47.64,47.33,46.77,48.1,47.05,48.52
2016-09-04,44.11,44.44,43.16,44.7,46.35,46.98,47.64,47.33,46.77,48.1,47.05
2016-09-05,45.07,44.11,44.44,43.16,44.7,46.35,46.98,47.64,47.33,46.77,48.1
2016-09-06,44.83,45.07,44.11,44.44,43.16,44.7,46.35,46.98,47.64,47.33,46.77
2016-09-07,45.5,44.83,45.07,44.11,44.44,43.16,44.7,46.35,46.98,47.64,47.33
2016-09-08,47.62,45.5,44.83,45.07,44.11,44.44,43.16,44.7,46.35,46.98,47.64
2016-09-09,45.88,47.62,45.5,44.83,45.07,44.11,44.44,43.16,44.7,46.35,46.98
2016-09-12,46.29,45.88,47.62,45.5,44.83,45.07,44.11,44.44,43.16,44.7,46.35
2016-09-13,44.9,46.29,45.88,47.62,45.5,44.83,45.07,44.11,44.44,43.16,44.7
2016-09-14,43.58,44.9,46.29,45.88,47.62,45.5,44.83,45.07,44.11,44.44,43.16
2016-09-15,43.91,43.58,44.9,46.29,45.88,47.62,45.5,44.83,45.07,44.11,44.44
2016-09-16,43.03,43.91,43.58,44.9,46.29,45.88,47.62,45.5,44.83,45.07,44.11
2016-09-19,43.3,43.03,43.91,43.58,44.9,46.29,45.88,47.62,45.5,44.83,45.07
2016-09-20,43.44,43.3,43.03,43.91,43.58,44.9,46.29,45.88,47.62,45.5,44.83
2016-09-21,45.34,43.44,43.3,43.03,43.91,43.58,44.9,46.29,45.88,47.62,45.5
2016-09-22,46.32,45.34,43.44,43.3,43.03,43.91,43.58,44.9,46.29,45.88,47.62
2016-09-23,44.48,46.32,45.34,43.44,43.3,43.03,43.91,43.58,44.9,46.29,45.88
2016-09-26,45.93,44.48,46.32,45.34,43.44,43.3,43.03,43.91,43.58,44.9,46.29
2016-09-27,44.67,45.93,44.48,46.32,45.34,43.44,43.3,43.03,43.91,43.58,44.9
2016-09-28,47.05,44.67,45.93,44.48,46.32,45.34,43.44,43.3,43.03,43.91,43.58
2016-09-29,47.83,47.05,44.67,45.93,44.48,46.32,45.34,43.44,43.3,43.03,43.91
2016-09-30,48.24,47.83,47.05,44.67,45.93,44.48,46.32,45.34,43.44,43.3,43.03
2016-10-03,48.81,48.24,47.83,47.05,44.67,45.93,44.48,46.32,45.34,43.44,43.3
2016-10-04,48.69,48.81,48.24,47.83,47.05,44.67,45.93,44.48,46.32,45.34,43.44
2016-10-05,49.83,48.69,48.81,48.24,47.83,47.05,44.67,45.93,44.48,46.32,45.34
2016-10-06,50.44,49.83,48.69,48.81,48.24,47.83,47.05,44.67,45.93,44.48,46.32
2016-10-07,49.81,50.44,49.83,48.69,48.81,48.24,47.83,47.05,44.67,45.93,44.48
2016-10-10,51.35,49.81,50.44,49.83,48.69,48.81,48.24,47.83,47.05,44.67,45.93
2016-10-11,50.79,51.35,49.81,50.44,49.83,48.69,48.81,48.24,47.83,47.05,44.67
2016-10-12,50.18,50.79,51.35,49.81,50.44,49.83,48.69,48.81,48.24,47.83,47.05
2016-10-13,50.44,50.18,50.79,51.35,49.81,50.44,49.83,48.69,48.81,48.24,47.83
2016-10-14,50.35,50.44,50.18,50.79,51.35,49.81,50.44,49.83,48.69,48.81,48.24
2016-10-17,49.94,50.35,50.44,50.18,50.79,51.35,49.81,50.44,49.83,48.69,48.81
2016-10-18,50.29,49.94,50.35,50.44,50.18,50.79,51.35,49.81,50.44,49.83,48.69
2016-10-19,51.6,50.29,49.94,50.35,50.44,50.18,50.79,51.35,49.81,50.44,49.83
2016-10-20,50.43,51.6,50.29,49.94,50.35,50.44,50.18,50.79,51.35,49.81,50.44
2016-10-21,50.85,50.43,51.6,50.29,49.94,50.35,50.44,50.18,50.79,51.35,49.81
2016-10-24,50.52,50.85,50.43,51.6,50.29,49.94,50.35,50.44,50.18,50.79,51.35
2016-10-25,49.96,50.52,50.85,50.43,51.6,50.29,49.94,50.35,50.44,50.18,50.79
2016-10-26,49.18,49.96,50.52,50.85,50.43,51.6,50.29,49.94,50.35,50.44,50.18
2016-10-27,49.72,49.18,49.96,50.52,50.85,50.43,51.6,50.29,49.94,50.35,50.44
2016-10-28,48.7,49.72,49.18,49.96,50.52,50.85,50.43,51.6,50.29,49.94,50.35
2016-10-31,46.86,48.7,49.72,49.18,49.96,50.52,50.85,50.43,51.6,50.29,49.94
2016-11-01,46.67,46.86,48.7,49.72,49.18,49.96,50.52,50.85,50.43,51.6,50.29
2016-11-02,45.34,46.67,46.86,48.7,49.72,49.18,49.96,50.52,50.85,50.43,51.6
2016-11-03,44.66,45.34,46.67,46.86,48.7,49.72,49.18,49.96,50.52,50.85,50.43
2016-11-04,44.07,44.66,45.34,46.67,46.86,48.7,49.72,49.18,49.96,50.52,50.85
2016-11-07,44.89,44.07,44.66,45.34,46.67,46.86,48.7,49.72,49.18,49.96,50.52
2016-11-08,44.98,44.89,44.07,44.66,45.34,46.67,46.86,48.7,49.72,49.18,49.96
2016-11-09,45.27,44.98,44.89,44.07,44.66,45.34,46.67,46.86,48.7,49.72,49.18
2016-11-10,44.66,45.27,44.98,44.89,44.07,44.66,45.34,46.67,46.86,48.7,49.72
2016-11-11,43.41,44.66,45.27,44.98,44.89,44.07,44.66,45.34,46.67,46.86,48.7
2016-11-14,43.32,43.41,44.66,45.27,44.98,44.89,44.07,44.66,45.34,46.67,46.86
2016-11-15,45.81,43.32,43.41,44.66,45.27,44.98,44.89,44.07,44.66,45.34,46.67
2016-11-16,45.57,45.81,43.32,43.41,44.66,45.27,44.98,44.89,44.07,44.66,45.34
2016-11-17,45.42,45.57,45.81,43.32,43.41,44.66,45.27,44.98,44.89,44.07,44.66
2016-11-18,45.69,45.42,45.57,45.81,43.32,43.41,44.66,45.27,44.98,44.89,44.07
2016-11-21,47.49,45.69,45.42,45.57,45.81,43.32,43.41,44.66,45.27,44.98,44.89
2016-11-22,48.03,47.49,45.69,45.42,45.57,45.81,43.32,43.41,44.66,45.27,44.98
2016-11-23,47.96,48.03,47.49,45.69,45.42,45.57,45.81,43.32,43.41,44.66,45.27
2016-11-24,47.98,47.96,48.03,47.49,45.69,45.42,45.57,45.81,43.32,43.41,44.66
2016-11-25,46.06,47.98,47.96,48.03,47.49,45.69,45.42,45.57,45.81,43.32,43.41
2016-11-28,47.08,46.06,47.98,47.96,48.03,47.49,45.69,45.42,45.57,45.81,43.32
2016-11-29,45.23,47.08,46.06,47.98,47.96,48.03,47.49,45.69,45.42,45.57,45.81
2016-11-30,49.44,45.23,47.08,46.06,47.98,47.96,48.03,47.49,45.69,45.42,45.57
2016-12-01,51.06,49.44,45.23,47.08,46.06,47.98,47.96,48.03,47.49,45.69,45.42
2016-12-02,51.68,51.06,49.44,45.23,47.08,46.06,47.98,47.96,48.03,47.49,45.69
2016-12-05,51.79,51.68,51.06,49.44,45.23,47.08,46.06,47.98,47.96,48.03,47.49
2016-12-06,50.93,51.79,51.68,51.06,49.44,45.23,47.08,46.06,47.98,47.96,48.03
2016-12-07,49.77,50.93,51.79,51.68,51.06,49.44,45.23,47.08,46.06,47.98,47.96
2016-12-08,50.84,49.77,50.93,51.79,51.68,51.06,49.44,45.23,47.08,46.06,47.98
2016-12-09,51.5,50.84,49.77,50.93,51.79,51.68,51.06,49.44,45.23,47.08,46.06
2016-12-12,52.83,51.5,50.84,49.77,50.93,51.79,51.68,51.06,49.44,45.23,47.08
2016-12-13,52.98,52.83,51.5,50.84,49.77,50.93,51.79,51.68,51.06,49.44,45.23
2016-12-14,51.04,52.98,52.83,51.5,50.84,49.77,50.93,51.79,51.68,51.06,49.44
2016-12-15,50.9,51.04,52.98,52.83,51.5,50.84,49.77,50.93,51.79,51.68,51.06
2016-12-16,51.9,50.9,51.04,52.98,52.83,51.5,50.84,49.77,50.93,51.79,51.68
2016-12-19,52.12,51.9,50.9,51.04,52.98,52.83,51.5,50.84,49.77,50.93,51.79
2016-12-20,52.23,52.12,51.9,50.9,51.04,52.98,52.83,51.5,50.84,49.77,50.93
2016-12-21,52.49,52.23,52.12,51.9,50.9,51.04,52.98,52.83,51.5,50.84,49.77
2016-12-22,52.95,52.49,52.23,52.12,51.9,50.9,51.04,52.98,52.83,51.5,50.84
2016-12-23,53.02,52.95,52.49,52.23,52.12,51.9,50.9,51.04,52.98,52.83,51.5
2016-12-26,53.19,53.02,52.95,52.49,52.23,52.12,51.9,50.9,51.04,52.98,52.83
2016-12-27,53.9,53.19,53.02,52.95,52.49,52.23,52.12,51.9,50.9,51.04,52.98
2016-12-28,54.06,53.9,53.19,53.02,52.95,52.49,52.23,52.12,51.9,50.9,51.04
2016-12-29,53.77,54.06,53.9,53.19,53.02,52.95,52.49,52.23,52.12,51.9,50.9
2016-12-30,53.72,53.77,54.06,53.9,53.19,53.02,52.95,52.49,52.23,52.12,51.9
2017-01-02,54.03,53.72,53.77,54.06,53.9,53.19,53.02,52.95,52.49,52.23,52.12
2017-01-03,52.33,54.03,53.72,53.77,54.06,53.9,53.19,53.02,52.95,52.49,52.23
2017-01-04,53.26,52.33,54.03,53.72,53.77,54.06,53.9,53.19,53.02,52.95,52.49
2017-01-05,53.76,53.26,52.33,54.03,53.72,53.77,54.06,53.9,53.19,53.02,52.95
2017-01-06,53.99,53.76,53.26,52.33,54.03,53.72,53.77,54.06,53.9,53.19,53.02
2017-01-09,51.96,53.99,53.76,53.26,52.33,54.03,53.72,53.77,54.06,53.9,53.19
2017-01-10,50.82,51.96,53.99,53.76,53.26,52.33,54.03,53.72,53.77,54.06,53.9
2017-01-11,52.25,50.82,51.96,53.99,53.76,53.26,52.33,54.03,53.72,53.77,54.06
2017-01-12,53.01,52.25,50.82,51.96,53.99,53.76,53.26,52.33,54.03,53.72,53.77
2017-01-13,52.37,53.01,52.25,50.82,51.96,53.99,53.76,53.26,52.33,54.03,53.72
2017-01-15,52.45,52.37,53.01,52.25,50.82,51.96,53.99,53.76,53.26,52.33,54.03
2017-01-16,52.52,52.45,52.37,53.01,52.25,50.82,51.96,53.99,53.76,53.26,52.33
2017-01-17,52.48,52.52,52.45,52.37,53.01,52.25,50.82,51.96,53.99,53.76,53.26
2017-01-18,51.08,52.48,52.52,52.45,52.37,53.01,52.25,50.82,51.96,53.99,53.76
2017-01-19,51.37,51.08,52.48,52.52,52.45,52.37,53.01,52.25,50.82,51.96,53.99
2017-01-20,52.42,51.37,51.08,52.48,52.52,52.45,52.37,53.01,52.25,50.82,51.96
2017-01-23,52.75,52.42,51.37,51.08,52.48,52.52,52.45,52.37,53.01,52.25,50.82
2017-01-24,53.18,52.75,52.42,51.37,51.08,52.48,52.52,52.45,52.37,53.01,52.25
2017-01-25,52.75,53.18,52.75,52.42,51.37,51.08,52.48,52.52,52.45,52.37,53.01
2017-01-26,53.78,52.75,53.18,52.75,52.42,51.37,51.08,52.48,52.52,52.45,52.37
2017-01-27,53.17,53.78,52.75,53.18,52.75,52.42,51.37,51.08,52.48,52.52,52.45
2017-01-30,52.63,53.17,53.78,52.75,53.18,52.75,52.42,51.37,51.08,52.48,52.52
2017-01-31,52.81,52.63,53.17,53.78,52.75,53.18,52.75,52.42,51.37,51.08,52.48
2017-02-01,53.88,52.81,52.63,53.17,53.78,52.75,53.18,52.75,52.42,51.37,51.08
2017-02-02,53.54,53.88,52.81,52.63,53.17,53.78,52.75,53.18,52.75,52.42,51.37
2017-02-03,53.83,53.54,53.88,52.81,52.63,53.17,53.78,52.75,53.18,52.75,52.42
2017-02-06,53.01,53.83,53.54,53.88,52.81,52.63,53.17,53.78,52.75,53.18,52.75
2017-02-07,52.17,53.01,53.83,53.54,53.88,52.81,52.63,53.17,53.78,52.75,53.18
2017-02-08,52.34,52.17,53.01,53.83,53.54,53.88,52.81,52.63,53.17,53.78,52.75
2017-02-09,53.0,52.34,52.17,53.01,53.83,53.54,53.88,52.81,52.63,53.17,53.78
2017-02-10,53.86,53.0,52.34,52.17,53.01,53.83,53.54,53.88,52.81,52.63,53.17
2017-02-13,52.93,53.86,53.0,52.34,52.17,53.01,53.83,53.54,53.88,52.81,52.63
2017-02-14,53.2,52.93,53.86,53.0,52.34,52.17,53.01,53.83,53.54,53.88,52.81
2017-02-15,53.11,53.2,52.93,53.86,53.0,52.34,52.17,53.01,53.83,53.54,53.88
2017-02-16,53.36,53.11,53.2,52.93,53.86,53.0,52.34,52.17,53.01,53.83,53.54
2017-02-17,53.4,53.36,53.11,53.2,52.93,53.86,53.0,52.34,52.17,53.01,53.83
2017-02-19,53.79,53.4,53.36,53.11,53.2,52.93,53.86,53.0,52.34,52.17,53.01
2017-02-20,53.97,53.79,53.4,53.36,53.11,53.2,52.93,53.86,53.0,52.34,52.17
2017-02-21,54.06,53.97,53.79,53.4,53.36,53.11,53.2,52.93,53.86,53.0,52.34
2017-02-22,53.59,54.06,53.97,53.79,53.4,53.36,53.11,53.2,52.93,53.86,53.0
2017-02-23,54.45,53.59,54.06,53.97,53.79,53.4,53.36,53.11,53.2,52.93,53.86
2017-02-24,53.99,54.45,53.59,54.06,53.97,53.79,53.4,53.36,53.11,53.2,52.93
2017-02-27,54.05,53.99,54.45,53.59,54.06,53.97,53.79,53.4,53.36,53.11,53.2
2017-02-28,54.01,54.05,53.99,54.45,53.59,54.06,53.97,53.79,53.4,53.36,53.11
2017-03-01,53.83,54.01,54.05,53.99,54.45,53.59,54.06,53.97,53.79,53.4,53.36
2017-03-02,52.61,53.83,54.01,54.05,53.99,54.45,53.59,54.06,53.97,53.79,53.4
2017-03-03,53.33,52.61,53.83,54.01,54.05,53.99,54.45,53.59,54.06,53.97,53.79
2017-03-06,53.2,53.33,52.61,53.83,54.01,54.05,53.99,54.45,53.59,54.06,53.97
2017-03-07,53.14,53.2,53.33,52.61,53.83,54.01,54.05,53.99,54.45,53.59,54.06
2017-03-08,50.28,53.14,53.2,53.33,52.61,53.83,54.01,54.05,53.99,54.45,53.59
2017-03-09,49.28,50.28,53.14,53.2,53.33,52.61,53.83,54.01,54.05,53.99,54.45
2017-03-10,48.49,49.28,50.28,53.14,53.2,53.33,52.61,53.83,54.01,54.05,53.99
2017-03-13,48.4,48.49,49.28,50.28,53.14,53.2,53.33,52.61,53.83,54.01,54.05
2017-03-14,47.72,48.4,48.49,49.28,50.28,53.14,53.2,53.33,52.61,53.83,54.01
2017-03-15,48.86,47.72,48.4,48.49,49.28,50.28,53.14,53.2,53.33,52.61,53.83
2017-03-16,48.75,48.86,47.72,48.4,48.49,49.28,50.28,53.14,53.2,53.33,52.61
2017-03-17,48.78,48.75,48.86,47.72,48.4,48.49,49.28,50.28,53.14,53.2,53.33
2017-03-20,48.22,48.78,48.75,48.86,47.72,48.4,48.49,49.28,50.28,53.14,53.2
2017-03-21,47.34,48.22,48.78,48.75,48.86,47.72,48.4,48.49,49.28,50.28,53.14
2017-03-22,48.04,47.34,48.22,48.78,48.75,48.86,47.72,48.4,48.49,49.28,50.28
2017-03-23,47.7,48.04,47.34,48.22,48.78,48.75,48.86,47.72,48.4,48.49,49.28
2017-03-24,47.97,47.7,48.04,47.34,48.22,48.78,48.75,48.86,47.72,48.4,48.49
2017-03-27,47.73,47.97,47.7,48.04,47.34,48.22,48.78,48.75,48.86,47.72,48.4
2017-03-28,48.37,47.73,47.97,47.7,48.04,47.34,48.22,48.78,48.75,48.86,47.72
2017-03-29,49.51,48.37,47.73,47.97,47.7,48.04,47.34,48.22,48.78,48.75,48.86
2017-03-30,50.35,49.51,48.37,47.73,47.97,47.7,48.04,47.34,48.22,48.78,48.75
2017-03-31,50.6,50.35,49.51,48.37,47.73,47.97,47.7,48.04,47.34,48.22,48.78
2017-04-03,50.24,50.6,50.35,49.51,48.37,47.73,47.97,47.7,48.04,47.34,48.22
2017-04-04,51.03,50.24,50.6,50.35,49.51,48.37,47.73,47.97,47.7,48.04,47.34
2017-04-05,51.15,51.03,50.24,50.6,50.35,49.51,48.37,47.73,47.97,47.7,48.04
2017-04-06,51.7,51.15,51.03,50.24,50.6,50.35,49.51,48.37,47.73,47.97,47.7
2017-04-07,52.24,51.7,51.15,51.03,50.24,50.6,50.35,49.51,48.37,47.73,47.97
2017-04-10,53.08,52.24,51.7,51.15,51.03,50.24,50.6,50.35,49.51,48.37,47.73
2017-04-11,53.4,53.08,52.24,51.7,51.15,51.03,50.24,50.6,50.35,49.51,48.37
2017-04-12,53.11,53.4,53.08,52.24,51.7,51.15,51.03,50.24,50.6,50.35,49.51
2017-04-13,53.18,53.11,53.4,53.08,52.24,51.7,51.15,51.03,50.24,50.6,50.35
2017-04-17,52.65,53.18,53.11,53.4,53.08,52.24,51.7,51.15,51.03,50.24,50.6
2017-04-18,52.41,52.65,53.18,53.11,53.4,53.08,52.24,51.7,51.15,51.03,50.24
2017-04-19,50.44,52.41,52.65,53.18,53.11,53.4,53.08,52.24,51.7,51.15,51.03
2017-04-20,50.27,50.44,52.41,52.65,53.18,53.11,53.4,53.08,52.24,51.7,51.15
2017-04-21,49.62,50.27,50.44,52.41,52.65,53.18,53.11,53.4,53.08,52.24,51.7
2017-04-24,49.23,49.62,50.27,50.44,52.41,52.65,53.18,53.11,53.4,53.08,52.24
2017-04-25,49.56,49.23,49.62,50.27,50.44,52.41,52.65,53.18,53.11,53.4,53.08
2017-04-26,49.96,49.56,49.23,49.62,50.27,50.44,52.41,52.65,53.18,53.11,53.4
2017-04-27,49.31,49.96,49.56,49.23,49.62,50.27,50.44,52.41,52.65,53.18,53.11
2017-04-28,49.62,49.31,49.96,49.56,49.23,49.62,50.27,50.44,52.41,52.65,53.18
2017-05-01,49.16,49.62,49.31,49.96,49.56,49.23,49.62,50.27,50.44,52.41,52.65
2017-05-02,47.99,49.16,49.62,49.31,49.96,49.56,49.23,49.62,50.27,50.44,52.41
2017-05-03,48.18,47.99,49.16,49.62,49.31,49.96,49.56,49.23,49.62,50.27,50.44
2017-05-04,45.9,48.18,47.99,49.16,49.62,49.31,49.96,49.56,49.23,49.62,50.27
2017-05-05,46.6,45.9,48.18,47.99,49.16,49.62,49.31,49.96,49.56,49.23,49.62
2017-05-08,46.84,46.6,45.9,48.18,47.99,49.16,49.62,49.31,49.96,49.56,49.23
2017-05-09,46.27,46.84,46.6,45.9,48.18,47.99,49.16,49.62,49.31,49.96,49.56
2017-05-10,47.7,46.27,46.84,46.6,45.9,48.18,47.99,49.16,49.62,49.31,49.96
2017-05-11,48.2,47.7,46.27,46.84,46.6,45.9,48.18,47.99,49.16,49.62,49.31
2017-05-12,48.17,48.2,47.7,46.27,46.84,46.6,45.9,48.18,47.99,49.16,49.62
2017-05-15,49.16,48.17,48.2,47.7,46.27,46.84,46.6,45.9,48.18,47.99,49.16
2017-05-16,49.0,49.16,48.17,48.2,47.7,46.27,46.84,46.6,45.9,48.18,47.99
2017-05-17,49.41,49.0,49.16,48.17,48.2,47.7,46.27,46.84,46.6,45.9,48.18
2017-05-18,49.66,49.41,49.0,49.16,48.17,48.2,47.7,46.27,46.84,46.6,45.9
2017-05-19,50.67,49.66,49.41,49.0,49.16,48.17,48.2,47.7,46.27,46.84,46.6
2017-05-22,51.13,50.67,49.66,49.41,49.0,49.16,48.17,48.2,47.7,46.27,46.84
2017-05-23,51.72,51.13,50.67,49.66,49.41,49.0,49.16,48.17,48.2,47.7,46.27
2017-05-24,51.59,51.72,51.13,50.67,49.66,49.41,49.0,49.16,48.17,48.2,47.7
2017-05-25,49.14,51.59,51.72,51.13,50.67,49.66,49.41,49.0,49.16,48.17,48.2
2017-05-26,50.05,49.14,51.59,51.72,51.13,50.67,49.66,49.41,49.0,49.16,48.17
2017-05-28,49.94,50.05,49.14,51.59,51.72,51.13,50.67,49.66,49.41,49.0,49.16
2017-05-29,49.97,49.94,50.05,49.14,51.59,51.72,51.13,50.67,49.66,49.41,49.0
2017-05-30,49.91,49.97,49.94,50.05,49.14,51.59,51.72,51.13,50.67,49.66,49.41
2017-05-31,48.56,49.91,49.97,49.94,50.05,49.14,51.59,51.72,51.13,50.67,49.66
2017-06-01,48.6,48.56,49.91,49.97,49.94,50.05,49.14,51.59,51.72,51.13,50.67
2017-06-02,47.87,48.6,48.56,49.91,49.97,49.94,50.05,49.14,51.59,51.72,51.13
2017-06-05,47.4,47.87,48.6,48.56,49.91,49.97,49.94,50.05,49.14,51.59,51.72
2017-06-06,48.19,47.4,47.87,48.6,48.56,49.91,49.97,49.94,50.05,49.14,51.59
2017-06-07,45.72,48.19,47.4,47.87,48.6,48.56,49.91,49.97,49.94,50.05,49.14
2017-06-08,45.64,45.72,48.19,47.4,47.87,48.6,48.56,49.91,49.97,49.94,50.05
2017-06-09,45.83,45.64,45.72,48.19,47.4,47.87,48.6,48.56,49.91,49.97,49.94
2017-06-12,46.08,45.83,45.64,45.72,48.19,47.4,47.87,48.6,48.56,49.91,49.97
2017-06-13,46.67,46.08,45.83,45.64,45.72,48.19,47.4,47.87,48.6,48.56,49.91
2017-06-14,44.93,46.67,46.08,45.83,45.64,45.72,48.19,47.4,47.87,48.6,48.56
2017-06-15,44.68,44.93,46.67,46.08,45.83,45.64,45.72,48.19,47.4,47.87,48.6
2017-06-16,44.97,44.68,44.93,46.67,46.08,45.83,45.64,45.72,48.19,47.4,47.87
2017-06-19,44.43,44.97,44.68,44.93,46.67,46.08,45.83,45.64,45.72,48.19,47.4
2017-06-20,43.51,44.43,44.97,44.68,44.93,46.67,46.08,45.83,45.64,45.72,48.19
2017-06-21,42.75,43.51,44.43,44.97,44.68,44.93,46.67,46.08,45.83,45.64,45.72
2017-06-22,42.97,42.75,43.51,44.43,44.97,44.68,44.93,46.67,46.08,45.83,45.64
2017-06-23,43.27,42.97,42.75,43.51,44.43,44.97,44.68,44.93,46.67,46.08,45.83
2017-06-26,43.61,43.27,42.97,42.75,43.51,44.43,44.97,44.68,44.93,46.67,46.08
2017-06-27,44.49,43.61,43.27,42.97,42.75,43.51,44.43,44.97,44.68,44.93,46.67
2017-06-28,44.99,44.49,43.61,43.27,42.97,42.75,43.51,44.43,44.97,44.68,44.93
2017-06-29,45.2,44.99,44.49,43.61,43.27,42.97,42.75,43.51,44.43,44.97,44.68
2017-06-30,46.29,45.2,44.99,44.49,43.61,43.27,42.97,42.75,43.51,44.43,44.97
2017-07-03,47.29,46.29,45.2,44.99,44.49,43.61,43.27,42.97,42.75,43.51,44.43
2017-07-04,47.13,47.29,46.29,45.2,44.99,44.49,43.61,43.27,42.97,42.75,43.51
2017-07-05,45.34,47.13,47.29,46.29,45.2,44.99,44.49,43.61,43.27,42.97,42.75
2017-07-06,45.7,45.34,47.13,47.29,46.29,45.2,44.99,44.49,43.61,43.27,42.97
2017-07-07,44.39,45.7,45.34,47.13,47.29,46.29,45.2,44.99,44.49,43.61,43.27
2017-07-10,44.6,44.39,45.7,45.34,47.13,47.29,46.29,45.2,44.99,44.49,43.61
